No	標準的な表記	読み	語彙の難易度	品詞1	品詞2(詳細)	語種
9220	スマッシュ	スマッシュ	6.上級後半	名詞	名詞-普通名詞-サ変可能	外来語
9221	隅	スミ	3.中級前半	名詞	名詞-普通名詞-一般	和語
9222	炭	スミ	5.上級前半	名詞	名詞-普通名詞-一般	和語
9223	墨	スミ	5.上級前半	名詞	名詞-普通名詞-一般	和語
9224	済み	ズミ	4.中級後半	接尾辞	接尾辞-名詞的-一般	和語
9225	澄み切る	スミキル	6.上級後半	動詞1類	動詞-一般	和語
9226	隅々	スミズミ	5.上級前半	名詞	名詞-普通名詞-一般	和語
9227	住み着く	スミツク	5.上級前半	動詞1類	動詞-一般	和語
9228	隅っこ	スミッコ	5.上級前半	名詞	名詞-普通名詞-一般	和語
9229	炭火	スミビ	5.上級前半	名詞	名詞-普通名詞-一般	和語
20059	済みません	スミマセン	1.初級前半	定型表現	動詞-一般 and 助動詞 and 助動詞	和語
20106	速やか	スミヤカ	5.上級前半	ナ形容詞	形状詞-一般	和語
9232	住む	スム	1.初級前半	動詞1類	動詞-一般	和語
9231	済む	スム	4.中級後半	動詞1類	動詞-一般	和語
9233	澄む	スム	5.上級前半	動詞1類	動詞-一般	和語
9234	スムーズ	スムーズ	4.中級後半	ナ形容詞	形状詞-一般	外来語
9235	図面	ズメン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9236	すもう	スモウ	3.中級前半	名詞	名詞-普通名詞-一般	和語
9237	すもうとり	スモウトリ	4.中級後半	名詞	名詞-普通名詞-一般	和語
9238	スモーク	スモーク	4.中級後半	名詞	名詞-普通名詞-一般	外来語
9239	素焼き	スヤキ	6.上級後半	名詞	名詞-普通名詞-サ変可能	混種語
9240	すやすや	スヤスヤ	5.上級前半	副詞	副詞	和語
9241	スライス	スライス	4.中級後半	名詞	名詞-普通名詞-サ変可能	外来語
9242	スライダー	スライダー	6.上級後半	名詞	名詞-普通名詞-一般	外来語
9243	スライディング	スライディング	6.上級後半	名詞	名詞-普通名詞-サ変可能	外来語
9244	スライド	スライド	5.上級前半	名詞	名詞-普通名詞-サ変可能	外来語
9245	ずらす	ズラス	5.上級前半	動詞1類	動詞-一般	和語
9246	スラックス	スラックス	3.中級前半	名詞	名詞-普通名詞-一般	外来語
9247	ずらっと	ズラット	4.中級後半	副詞	副詞	和語
9248	すらり	スラリ	5.上級前半	副詞	副詞	和語
9249	ずらり	ズラリ	5.上級前半	副詞	副詞	和語
9250	すらりと	スラリト	5.上級前半	副詞	副詞 and 助詞-格助詞	和語
9251	ずらりと	ズラリト	5.上級前半	副詞	副詞 and 助詞-格助詞	和語
9252	スランプ	スランプ	5.上級前半	名詞	名詞-普通名詞-一般	外来語
9253	すり	スリ	4.中級後半	名詞	名詞-普通名詞-一般	和語
9254	刷り	スリ	5.上級前半	名詞	名詞-普通名詞-一般	和語
9255	スリー	スリー	3.中級前半	名詞	名詞-普通名詞-一般	外来語
9256	ずり落ちる	ズリオチル	5.上級前半	動詞2類	動詞-一般	和語
9257	擦り切れる	スリキレル	5.上級前半	動詞2類	動詞-一般	和語
9258	スリッパ	スリッパ	2.初級後半	名詞	名詞-普通名詞-一般	外来語
9260	スリップ	スリップ	4.中級後半	名詞	名詞-普通名詞-サ変可能	外来語
9261	すりつぶす	スリツブス	5.上級前半	動詞1類	動詞-一般	和語
9262	スリム	スリム	3.中級前半	ナ形容詞	形状詞-一般	外来語
9264	スリル	スリル	4.中級後半	名詞	名詞-普通名詞-一般	外来語
9266	する	スル	1.初級前半	動詞3類	動詞-非自立可能	和語
9282	刷る	スル	5.上級前半	動詞1類	動詞-一般	和語
9269	する	スル	6.上級後半	動詞3類	動詞-一般	和語
9273	擦る	スル	6.上級後半	動詞1類	動詞-一般	和語
9283	ずる	ズル	5.上級前半	名詞	名詞-一般	和語
9284	ずるい	ズルイ	4.中級後半	イ形容詞	形容詞-一般	和語
9286	ずるずる	ズルズル	5.上級前半	副詞	副詞	和語
9287	すると	スルト	3.中級前半	接続詞	動詞-非自立可能 and 助詞-接続助詞	和語
9289	鋭い	スルドイ	4.中級後半	イ形容詞	形容詞-一般	和語
9290	するめ	スルメ	5.上級前半	名詞	名詞-普通名詞-一般	和語
9291	ずる休み	ズルヤスミ	4.中級後半	名詞	名詞-普通名詞-一般	和語
9292	ずれ	ズレ	5.上級前半	名詞	名詞-普通名詞-一般	和語
9293	擦れ擦れ	スレスレ	5.上級前半	ナ形容詞	形状詞-一般	和語
20060	すれ違い	スレチガイ	5.上級前半	名詞	名詞-普通名詞-一般	定型句
9294	擦れ違う	スレチガウ	4.中級後半	動詞1類	動詞-一般	和語
9295	擦れる	スレル	5.上級前半	動詞2類	動詞-一般	和語
9296	ずれる	ズレル	4.中級後半	動詞2類	動詞-一般	和語
9297	ずれる	ズレル	4.中級後半	動詞2類	助動詞 and 助動詞	和語
9298	スロー	スロー	4.中級後半	名詞	形状詞-一般	外来語
9299	スロー	スロー	4.中級後半	名詞	名詞-普通名詞-一般	外来語
9300	スローガン	スローガン	5.上級前半	名詞	名詞-普通名詞-一般	外来語
9301	スロープ	スロープ	5.上級前半	名詞	名詞-普通名詞-一般	外来語
9302	スロット	スロット	6.上級後半	名詞	名詞-普通名詞-一般	外来語
9303	座り	スワリ	4.中級後半	名詞	名詞-普通名詞-一般	和語
9304	座り込む	スワリコム	4.中級後半	動詞1類	動詞-一般	和語
9305	座る	スワル	2.初級後半	動詞1類	動詞-一般	和語
9306	スワン	スワン	4.中級後半	名詞	名詞-普通名詞-一般	外来語
9307	ずんぐり	ズングリ	5.上級前半	副詞	副詞	和語
9308	ずんずん	ズンズン	6.上級後半	副詞	副詞	和語
9309	寸前	スンゼン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9310	寸断	スンダン	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
9311	すんなり	スンナリ	5.上級前半	動詞3類	副詞	和語
9312	寸法	スンポウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9313	背	セ	2.初級後半	名詞	名詞-普通名詞-一般	和語
9315	せい	セイ	3.中級前半	名詞	名詞-普通名詞-一般	漢語
9318	製	セイ	3.中級前半	接尾辞	接尾辞-名詞的-一般	漢語
9327	性	セイ	3.中級前半	接尾辞	名詞-普通名詞-一般	漢語
9316	性	セイ	4.中級後半	接尾辞	接尾辞-名詞的-一般	漢語
9319	生	セイ	4.中級後半	接尾辞	名詞-普通名詞-一般	漢語
9320	姓	セイ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9321	世	セイ	4.中級後半	名詞	接尾辞-名詞的-助数詞	漢語
9322	星	セイ	4.中級後半	名詞	接尾辞-名詞的-一般	漢語
9324	正	セイ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9325	静	セイ	4.中級後半	接頭辞	接頭辞	漢語
9326	声	セイ	4.中級後半	接尾辞	接尾辞-名詞的-一般	漢語
9334	正	セイ	4.中級後半	接尾辞	接尾辞-名詞的-一般	漢語
9317	制	セイ	5.上級前半	接尾辞	接尾辞-名詞的-一般	漢語
9328	聖	セイ	5.上級前半	接頭辞	接頭辞	漢語
9332	勢	セイ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9333	精	セイ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9335	聖	セイ	5.上級前半	ナ形容詞	形状詞-一般	漢語
9336	税	ゼイ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9337	制圧	セイアツ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
9338	誠意	セイイ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9342	精一杯	セイイッパイ	4.中級後半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-形状詞可能	漢語
9343	成果	セイカ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9344	聖歌	セイカ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9345	製菓	セイカ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9346	生花	セイカ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9347	青果	セイカ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9348	正解	セイカイ	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
9349	政界	セイカイ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9350	性格	セイカク	3.中級前半	名詞	名詞-普通名詞-一般	漢語
9351	正確	セイカク	3.中級前半	名詞	名詞-普通名詞-形状詞可能	漢語
9352	税額	ゼイガク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9353	生活	セイカツ	2.初級後半	名詞	名詞-普通名詞-サ変可能	漢語
9354	生活水準	セイカツスイジュン	4.中級後半	名詞	名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般	漢語
9355	生活費	セイカツヒ	3.中級前半	名詞	名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般	漢語
9356	税関	ゼイカン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9357	世紀	セイキ	3.中級前半	名詞	名詞-普通名詞-一般	漢語
9358	正規	セイキ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9359	性器	セイキ	6.上級後半	名詞	名詞-普通名詞-一般	漢語
9360	正義	セイギ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9361	正義感	セイギカン	5.上級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
9362	世紀末	セイキマツ	5.上級前半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-副詞可能	漢語
9363	請求	セイキュウ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9364	請求書	セイキュウショ	4.中級後半	名詞	名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般	漢語
9365	制御	セイギョ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
9367	生協	セイキョウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9368	盛況	セイキョウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9369	税金	ゼイキン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9370	整形	セイケイ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9371	整形外科	セイケイゲカ	4.中級後半	名詞	名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般	漢語
9372	清潔	セイケツ	5.上級前半	名詞	名詞-普通名詞-形状詞可能	漢語
9373	政権	セイケン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9374	制限	セイゲン	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9376	生後	セイゴ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9377	成功	セイコウ	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
9378	性交	セイコウ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
9379	精巧	セイコウ	5.上級前半	名詞	名詞-普通名詞-形状詞可能	漢語
9380	性行為	セイコウイ	6.上級後半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
9381	税込み	ゼイコミ	4.中級後半	名詞	名詞-普通名詞-一般	混種語
9382	正座	セイザ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9383	星座	セイザ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9385	制裁	セイサイ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
9386	政策	セイサク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9387	製作	セイサク	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9388	制作	セイサク	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9389	生産	セイサン	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9390	清算	セイサン	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9391	精算	セイサン	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9392	生産額	セイサンガク	5.上級前半	名詞	名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般	漢語
9393	生産的	セイサンテキ	4.中級後半	名詞	名詞-普通名詞-サ変可能 and 接尾辞-形状詞的	漢語
9394	静止	セイシ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
9395	精子	セイシ	6.上級後半	名詞	名詞-普通名詞-一般	漢語
9396	製紙	セイシ	6.上級後半	名詞	名詞-普通名詞-一般	漢語
9397	政治	セイジ	3.中級前半	名詞	名詞-普通名詞-一般	漢語
9398	政治家	セイジカ	4.中級後半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	漢語
9399	政治学	セイジガク	4.中級後半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	漢語
9400	政治活動	セイジカツドウ	4.中級後半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-サ変可能	漢語
9401	正式	セイシキ	4.中級後半	名詞	形状詞-一般	漢語
9402	性質	セイシツ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9403	誠実	セイジツ	5.上級前半	名詞	名詞-普通名詞-形状詞可能	漢語
9404	政治的	セイジテキ	4.中級後半	名詞	名詞-普通名詞-一般 and 接尾辞-形状詞的	漢語
9405	静寂	セイジャク	5.上級前半	名詞	名詞-普通名詞-形状詞可能	漢語
9406	税収	ゼイシュウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9407	静粛	セイシュク	5.上級前半	名詞	名詞-普通名詞-形状詞可能	漢語
9408	成熟	セイジュク	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
9409	青春	セイシュン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9410	聖書	セイショ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9411	正常	セイジョウ	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
9412	清浄	セイジョウ	5.上級前半	名詞	名詞-普通名詞-形状詞可能	漢語
9413	青少年	セイショウネン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9414	精神	セイシン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
9415	成人	セイジン	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
9416	成人式	セイジンシキ	3.中級前半	名詞	名詞-普通名詞-サ変可能 and 名詞-普通名詞-一般	漢語
9417	精神的	セイシンテキ	4.中級後半	ナ形容詞	名詞-普通名詞-一般 and 接尾辞-形状詞的	漢語
9418	成人の日	セイジンノヒ	3.中級前半	名詞	名詞-普通名詞-サ変可能 and 助詞-格助詞 and 名詞-普通名詞-副詞可能	混種語
9419	精神病	セイシンビョウ	5.上級前半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	漢語
9420	成人病	セイジンビョウ	5.上級前半	名詞	名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般	漢語
9421	精神力	セイシンリョク	4.中級後半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	漢語
9422	製図	セイズ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
9423	制する	セイスル	6.上級後半	動詞3類	動詞-一般	混種語
9424	せいぜい	セイゼイ	5.上級前半	副詞	副詞	漢語
9425	税制	ゼイセイ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
9426	成績	セイセキ	3.中級前半	名詞	名詞-普通名詞-一般	漢語
9427	成績表	セイセキヒョウ	3.中級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
9428	生鮮	セイセン	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
9429	生前	セイゼン	4.中級後半	名詞	名詞-普通名詞-副詞可能	漢語
9430	生鮮食品	セイセンショクヒン	4.中級後半	名詞	名詞-普通名詞-形状詞可能 and 名詞-普通名詞-一般	漢語
